#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Unsecreted_PFA_XP_001351911.1 -          Tubulin              PF00091.27   1.4e-69  230.0   0.0   1.9e-69  229.5   0.0   1.2   1   0   0   1   1   1   1 -
Unsecreted_PFA_XP_001351911.1 -          Tubulin_3            PF14881.8    9.8e-05   17.8   0.0   0.00031   16.1   0.0   1.9   3   0   0   3   3   3   1 -
Unsecreted_PFA_XP_001351911.1 -          Tubulin_C            PF03953.19   8.2e-53  173.6   0.2   1.6e-52  172.7   0.2   1.5   1   0   0   1   1   1   1 -
Unsecreted_DDI_XP_628911.1 -          Tyrosinase           PF00264.22       7.5    2.5  19.3      0.26    7.2   3.7   2.6   2   0   0   2   2   2   0 -
Unsecreted_DDI_XP_636746.1 -          U-box                PF04564.17   6.6e-06   22.0   0.0   3.3e-05   19.8   0.0   2.3   1   0   0   1   1   1   1 -
Unsecreted_POR_XP_003719064.1 -          U1snRNP70_N          PF12220.10       1.9    4.9  18.1      0.87    6.0   0.4   4.0   4   0   0   4   4   4   0 -
Unsecreted_OCA_KAF4587811.1                                 -          UBA_4                PF14555.8    1.3e-06   23.9   0.0   2.2e-06   23.2   0.0   1.4   1   0   0   1   1   1   1 -
Unsecreted_CMA_jgi_Corma2_773723_estExt_Genemark1.C_2050004 -          UBA_4                PF14555.8    0.00022   16.7   0.0   0.00056   15.5   0.0   1.7   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ28566.1 -          UbiA                 PF01040.20   1.3e-40  135.0  10.5   1.7e-40  134.6  10.5   1.0   1   0   0   1   1   1   1 -
Unsecreted_DDI_XP_629224.1 -          Ubie_methyltran      PF01209.20   0.00011   17.3   0.1   0.00023   16.2   0.1   1.5   1   0   0   1   1   1   1 -
Unsecreted_PEF_RQM11940.1     -          ubiquitin            PF00240.25     1e-08   30.5   0.1   2.8e-08   29.2   0.1   1.7   1   0   0   1   1   1   1 -
Unsecreted_RMI_XP_023463157.1 -          ubiquitin            PF00240.25   7.9e-05   18.1   0.1   0.00023   16.6   0.1   1.9   1   0   0   1   1   1   1 -
Unsecreted_PEF_RQM14951.1 -          UCH                  PF00443.31   1.7e-51  171.1   0.0   4.5e-51  169.7   0.0   1.8   1   0   0   1   1   1   1 -
Unsecreted_PEF_RQM14951.1 -          UCH_1                PF13423.8    1.8e-16   56.3   0.3   5.3e-15   51.5   0.1   3.0   2   1   0   2   2   2   1 -
Unsecreted_PSA_PJF18775.1 -          UME                  PF08064.15   2.9e-07   26.1   0.1    0.0079   11.9   0.0   5.1   5   0   0   5   5   5   2 -
Unsecreted_BME_ORX64766.1 -          UNC-93               PF05978.18   3.8e-06   22.4   9.3   3.8e-06   22.4   9.3   3.1   3   1   0   3   3   3   1 -
Unsecreted_BME_ORY01649.1 -          UNC-93               PF05978.18   3.8e-06   22.4   9.3   3.8e-06   22.4   9.3   3.1   3   1   0   3   3   3   1 -
Unsecreted_RAL_EPZ32281.1 -          UPF0058              PF01893.18    0.0082   12.2   6.3     0.076    9.1   1.2   3.5   3   0   0   3   3   3   2 -
Unsecreted_CTH_jgi_Conth1_325246_fgenesh1_kg.123___4___Locus7347v1rpkm6.51 -          UPF0176_N            PF17773.3    1.7e-16   56.1   0.2     4e-15   51.7   0.2   2.4   1   1   0   1   1   1   1 -
Unsecreted_CTH_jgi_Conth1_288377_e_gw1.27.18.1 -          UPF0220              PF05255.13   0.00012   17.3   2.6   0.00033   16.0   2.6   1.7   1   0   0   1   1   1   1 -
Unsecreted_BME_ORX89384.1 -          UPF0242              PF06785.13      0.55    6.0  10.4      0.59    5.9   9.3   1.6   1   1   1   2   2   2   0 -
Unsecreted_DDI_XP_647088.1 -          UPF0560              PF10577.11       0.4    4.8  13.8       0.6    4.3  13.8   1.1   1   0   0   1   1   1   0 -
Unsecreted_RMI_XP_023461341.1 -          Upf2                 PF04050.16   2.4e-37  124.4  13.2   2.4e-37  124.4  13.2   3.8   3   1   1   4   4   4   1 -
Unsecreted_CAL_XP_720987.2    -          Upf2                 PF04050.16     1e-21   73.8   7.2     1e-21   73.8   7.2   3.7   4   0   0   4   4   4   1 -
Unsecreted_POR_XP_003713707.1 -          Utp12                PF04003.14     5e-21   70.7   0.1   1.1e-20   69.6   0.1   1.5   1   0   0   1   1   1   1 -
Unsecreted_DDI_XP_642480.1 -          Utp14                PF04615.15      0.17    6.1  17.7      0.21    5.7  17.7   1.1   1   0   0   1   1   1   0 -
Unsecreted_CPA_KAF3767445.1 -          Utp21                PF04192.14   3.3e-77  254.7   0.0   4.6e-77  254.2   0.0   1.2   1   0   0   1   1   1   1 -
Unsecreted_TMA_KAF8237072.1 -          UvrD_C_2             PF13538.8     0.0023   13.5   0.0     0.021   10.5   0.0   2.0   1   1   1   2   2   2   2 -
Unsecreted_RMI_XP_023468162.1 -          V-ATPase_H_C         PF11698.10     0.011   11.6   7.9     0.046    9.6   0.2   3.8   4   0   0   4   4   4   0 -
Unsecreted_FAL_XP_009493562.1                                       -          Vac14_Fab1_bd        PF12755.9    6.3e-38  125.1   0.3   8.3e-37  121.5   0.1   2.9   4   0   0   4   4   4   1 -
Unsecreted_FAL_XP_009493563.1                                       -          Vac14_Fab1_bd        PF12755.9    6.6e-38  125.0   0.3   8.7e-37  121.4   0.1   2.9   4   0   0   4   4   4   1 -
Unsecreted_LGO_jgi_LeugonAS2_1_2166572_estExt_fgenesh1_pm.C_1060011 -          Vac14_Fab1_bd        PF12755.9    2.7e-08   30.1   0.0      0.39    7.2   0.0   6.2   5   1   1   6   6   6   2 -
Unsecreted_PSA_PJF18775.1                                           -          Vac14_Fab1_bd        PF12755.9    3.6e-08   29.7   0.0     0.056    9.8   0.0   5.5   5   0   0   5   5   5   2 -
Unsecreted_RMI_XP_023468162.1                                       -          Vac14_Fab1_bd        PF12755.9     0.0036   13.7   3.1         2    4.9   0.0   4.4   2   1   2   4   4   4   0 -
Unsecreted_FAL_XP_009493563.1 -          Vac14_Fig4_bd        PF11916.10   9.9e-57  187.1   2.3   5.8e-56  184.6   2.3   2.1   1   1   0   1   1   1   1 -
Unsecreted_FAL_XP_009493562.1 -          Vac14_Fig4_bd        PF11916.10   1.1e-56  187.0   2.4   5.8e-56  184.6   2.4   2.0   1   1   0   1   1   1   1 -
Unsecreted_RIR_XP_025174250.1 -          VATC                 PF18716.3      0.031    9.9  10.9      0.04    9.5   0.1   3.1   3   0   0   3   3   3   0 -
Unsecreted_NCR_XP_960551.1 -          Vfa1                 PF08432.12      0.65    6.0  14.0      0.32    7.0   8.5   2.3   2   0   0   2   2   2   0 -
Unsecreted_DDI_XP_640914.1 -          Viral_helicase1      PF01443.20   0.00045   15.7   0.1     0.004   12.6   0.0   2.1   2   0   0   2   2   2   1 -
Unsecreted_RAL_EPZ31047.1  -          Viral_helicase1      PF01443.20    0.0019   13.6   0.0     0.055    8.9   0.0   2.3   2   0   0   2   2   2   1 -
Unsecreted_KPA_ANZ77372.1 -          VIT1                 PF01988.21    0.0002   17.0   0.6   0.00062   15.4   0.6   1.9   1   0   0   1   1   1   1 -
Unsecreted_BME_ORX84354.1                                    -          Voltage_CLC          PF00654.22   1.7e-96  319.2  21.7   1.8e-96  319.1  16.6   2.2   2   0   0   2   2   2   1 -
Unsecreted_AMA_KNE71480.1                                    -          Voltage_CLC          PF00654.22   8.3e-96  316.9  30.6   8.3e-96  316.9  30.6   2.3   1   1   1   2   2   2   1 -
Unsecreted_CTH_jgi_Conth1_341529_estExt_fgenesh1_pg.C_560009 -          Voltage_CLC          PF00654.22   6.4e-93  307.4  18.3   6.4e-93  307.4  18.3   2.3   3   0   0   3   3   2   1 -
Unsecreted_EMU_KAF7741567.1                                  -          Voltage_CLC          PF00654.22   3.5e-92  304.9  33.3   5.7e-92  304.3  22.9   3.0   2   1   1   3   3   3   1 -
Unsecreted_CTH_jgi_Conth1_288377_e_gw1.27.18.1               -          Voltage_CLC          PF00654.22   5.9e-90  297.6  27.2   7.1e-90  297.4  24.0   2.0   2   0   0   2   2   2   1 -
Unsecreted_SPU_XP_016611928.1                                -          Voltage_CLC          PF00654.22   3.8e-89  295.0  23.5   3.8e-89  295.0  23.5   1.8   2   0   0   2   2   2   1 -
Unsecreted_LGO_jgi_LeugonAS2_1_2241639_MIX38616_11839_38     -          Voltage_CLC          PF00654.22     1e-88  293.5  30.4     1e-88  293.5  30.4   1.7   2   0   0   2   2   2   1 -
Unsecreted_EFE_QPH16596.1                                    -          Voltage_CLC          PF00654.22   9.2e-88  290.4  25.6   9.2e-88  290.4  25.6   1.9   2   0   0   2   2   2   1 -
Unsecreted_CIM_XP_001245948.2                                -          Voltage_CLC          PF00654.22   1.5e-87  289.8  22.1   1.5e-87  289.8  22.1   1.5   2   0   0   2   2   2   1 -
Unsecreted_ENE_jgi_Erynec1_1238_EV44_g5175T0                 -          Voltage_CLC          PF00654.22   2.5e-87  289.0  25.6   2.5e-87  289.0  25.6   1.4   2   0   0   2   2   2   1 -
Unsecreted_MAN_KID69715.1                                    -          Voltage_CLC          PF00654.22   3.4e-87  288.6  25.8   3.4e-87  288.6  25.8   1.8   2   0   0   2   2   2   1 -
Unsecreted_THA_XP_024771412.1                                -          Voltage_CLC          PF00654.22     8e-87  287.3  24.7     8e-87  287.3  24.7   1.6   2   0   0   2   2   2   1 -
Unsecreted_SST_KIJ49687.1                                    -          Voltage_CLC          PF00654.22   1.2e-86  286.8  32.1   1.2e-86  286.8  32.1   1.6   2   0   0   2   2   2   1 -
Unsecreted_CMA_jgi_Corma2_767270_estExt_Genemark1.C_110064   -          Voltage_CLC          PF00654.22   1.5e-86  286.5  25.0   1.5e-86  286.5  25.0   1.4   2   0   0   2   2   2   1 -
Unsecreted_TMA_KAF8236060.1                                  -          Voltage_CLC          PF00654.22   2.8e-86  285.5  35.2   3.8e-86  285.1  35.2   1.2   1   0   0   1   1   1   1 -
Unsecreted_LGO_jgi_LeugonAS2_1_2257759_MIX54736_2828_50      -          Voltage_CLC          PF00654.22   3.8e-86  285.1  26.8   3.8e-86  285.1  26.8   1.9   2   0   0   2   2   2   1 -
Unsecreted_AAM_KAG0250091.1                                  -          Voltage_CLC          PF00654.22   5.4e-86  284.6  26.6   5.4e-86  284.6  26.6   1.5   2   0   0   2   2   2   1 -
Unsecreted_VNO_XP_028493846.1                                -          Voltage_CLC          PF00654.22   7.2e-86  284.2  26.1   1.3e-85  283.4  26.1   1.3   1   0   0   1   1   1   1 -
Unsecreted_CIM_XP_001247031.1                                -          Voltage_CLC          PF00654.22   1.3e-85  283.4  23.2   1.3e-85  283.4  23.2   2.0   2   1   0   2   2   2   1 -
Unsecreted_CRE_PIA13819.1                                    -          Voltage_CLC          PF00654.22   2.6e-85  282.3  26.7   2.6e-85  282.3  26.7   1.5   2   0   0   2   2   2   1 -
Unsecreted_ASP_KAF7985088.1                                  -          Voltage_CLC          PF00654.22   5.1e-85  281.4  31.8   5.1e-85  281.4  31.8   1.6   2   0   0   2   2   2   1 -
Unsecreted_FPI_EPT04687.1                                    -          Voltage_CLC          PF00654.22   1.2e-84  280.2  30.1   1.2e-84  280.2  30.1   1.6   2   0   0   2   2   2   1 -
Unsecreted_OCA_KAF4591586.1                                  -          Voltage_CLC          PF00654.22   2.3e-84  279.2  29.6   2.3e-84  279.2  29.6   1.6   2   0   0   2   2   2   1 -
Unsecreted_TMA_KAF8223780.1                                  -          Voltage_CLC          PF00654.22     1e-83  277.1  24.9     1e-83  277.1  24.9   1.9   2   0   0   2   2   2   1 -
Unsecreted_AMA_KNE57654.1                                    -          Voltage_CLC          PF00654.22   3.4e-69  229.4  13.1   2.7e-67  223.1  13.3   2.0   1   1   1   2   2   2   1 -
Unsecreted_PEF_RQM14945.1 -          Vps36-NZF-N          PF16988.7       0.14    7.3  11.5      0.41    5.9   4.1   3.2   2   0   0   2   2   2   0 -
Unsecreted_CQU_KAG0142163.1 -          Vps39_2              PF10367.11     0.005   13.0   3.7     0.012   11.8   3.7   1.6   1   0   0   1   1   1   1 -
Unsecreted_MCI_L0F63_001385-T1 -          Vps4_C               PF09336.12     2e-06   23.4   0.2   1.3e-05   20.8   0.0   2.6   3   0   0   3   3   3   1 -
Unsecreted_POR_XP_003713707.1 -          Vpu                  PF00558.21     0.011   11.2   2.8     0.068    8.7   2.8   2.4   1   0   0   1   1   1   0 -
Unsecreted_RMI_XP_023466817.1 -          VTC                  PF09359.12   4.6e-29   97.3   0.7   1.9e-28   95.3   0.7   1.9   1   1   0   1   1   1   1 -
Unsecreted_FPI_EPT02388.1 -          WaaY                 PF06176.13     1e-07   27.5   0.0   1.6e-07   26.8   0.0   1.3   1   0   0   1   1   1   1 -
Unsecreted_DDI_XP_638336.1 -          WASH-7_C             PF14746.8        3.3    3.1  25.4      0.14    7.6  17.1   2.8   2   0   0   2   2   2   0 -
Unsecreted_POR_XP_003713707.1 -          WD40                 PF00400.34   5.5e-49  158.9  28.3     4e-08   29.6   0.4  12.1  13   1   0  13  13  12   9 -
Unsecreted_PIN_XP_002897119.1 -          WD40                 PF00400.34     7e-34  111.1  18.4   8.3e-10   34.9   0.1   8.0   7   0   0   7   7   7   5 -
Unsecreted_PEF_RQM14836.1     -          WD40                 PF00400.34   1.1e-33  110.5  20.0     1e-09   34.7   0.1   7.9   7   0   0   7   7   7   6 -
Unsecreted_PFA_XP_001351743.1 -          WD40                 PF00400.34   1.8e-26   87.6  20.5   6.5e-08   28.9   0.1   7.6   7   0   0   7   7   7   5 -
Unsecreted_DDI_XP_636746.1    -          WD40                 PF00400.34   1.2e-23   78.8  10.1   1.5e-06   24.6   0.0   7.8   7   0   0   7   7   7   4 -
Unsecreted_CPA_KAF3767445.1   -          WD40                 PF00400.34   9.2e-21   69.6  26.8   9.5e-08   28.4   0.3  10.1  11   0   0  11  11   9   3 -
Unsecreted_RIR_XP_025164603.1 -          WD40                 PF00400.34   1.8e-16   56.1  17.7   7.5e-06   22.4   0.0   6.6   7   0   0   7   7   6   3 -
Unsecreted_EMU_KAF7745105.1   -          WD40                 PF00400.34   3.3e-15   52.0  10.7     5e-10   35.6   0.2   6.5   6   0   0   6   6   6   2 -
Unsecreted_PIN_XP_002906917.1 -          WD40                 PF00400.34   9.5e-15   50.6   3.0   3.1e-05   20.5   0.1   5.9   6   1   0   6   6   5   3 -
Unsecreted_PIN_XP_002899571.1 -          WD40                 PF00400.34   5.9e-14   48.1  17.1    0.0011   15.6   0.1   7.0   7   0   0   7   7   7   5 -
Unsecreted_BDE_XP_006680357.1 -          WD40                 PF00400.34   3.9e-13   45.5  11.7   4.1e-05   20.1   0.0   6.6   7   1   0   7   7   5   3 -
Unsecreted_RIR_XP_025184061.1 -          WD40                 PF00400.34   6.3e-12   41.7   5.1   6.7e-05   19.4   0.0   5.2   5   0   0   5   5   5   2 -
Unsecreted_CAL_XP_716031.2    -          WD40                 PF00400.34   2.1e-10   36.8  15.0   0.00046   16.7   0.9   5.9   6   0   0   6   6   6   3 -
Unsecreted_SPU_XP_016608548.1 -          WD40                 PF00400.34   1.6e-07   27.7  13.5    0.0039   13.8   0.2   5.1   5   0   0   5   5   4   2 -
Unsecreted_SPU_XP_016608549.1 -          WD40                 PF00400.34   1.6e-07   27.7  13.5    0.0039   13.8   0.2   5.1   5   0   0   5   5   4   2 -
Unsecreted_EFE_QPH10514.1     -          WD40                 PF00400.34   3.3e-07   26.7   0.8   0.00095   15.8   0.0   4.3   4   0   0   4   4   3   1 -
Unsecreted_CMI_XP_006666521.1 -          WD40                 PF00400.34   1.3e-06   24.9   3.0   0.00038   17.0   0.2   4.6   4   0   0   4   4   4   1 -
Unsecreted_OCA_KAF4585970.1   -          WD40                 PF00400.34   1.7e-06   24.5   2.7   0.00056   16.5   0.0   4.9   5   0   0   5   5   4   1 -
Unsecreted_CRE_PIA16368.1     -          WD40                 PF00400.34   4.1e-06   23.2   4.3    0.0048   13.5   0.0   4.8   5   0   0   5   5   4   1 -
Unsecreted_DDI_XP_638336.1    -          WD40                 PF00400.34   7.8e-05   19.2   0.1   0.00033   17.2   0.1   2.1   1   0   0   1   1   1   1 -
Unsecreted_NCR_XP_011395294.1 -          WD40                 PF00400.34   9.3e-05   19.0  11.0    0.0002   17.9   0.3   5.4   6   0   0   6   6   5   1 -
Unsecreted_NCR_XP_011395295.1 -          WD40                 PF00400.34   9.3e-05   19.0  11.0    0.0002   17.9   0.3   5.4   6   0   0   6   6   5   1 -
Unsecreted_DDI_XP_638336.1 -          WD40_2               PF19056.2        1.5    3.0  21.5         1    3.6   0.2   2.6   1   1   1   2   2   2   0 -
Unsecreted_POR_XP_003713707.1 -          WD40_3               PF15911.7     0.0058   12.3   0.0       0.4    6.4   0.0   2.7   2   0   0   2   2   2   2 -
Unsecreted_POR_XP_003713707.1 -          WD40_like            PF17005.7    3.5e-06   22.2   0.0     0.093    7.7   0.0   3.6   3   0   0   3   3   3   2 -
Unsecreted_PIN_XP_002899571.1 -          WD40_like            PF17005.7    8.5e-05   17.7   0.0   0.00025   16.1   0.0   1.7   1   1   0   1   1   1   1 -
Unsecreted_NCR_XP_011395294.1 -          WD40_like            PF17005.7    0.00017   16.7   0.0   0.00041   15.4   0.0   1.6   1   0   0   1   1   1   1 -
Unsecreted_NCR_XP_011395295.1 -          WD40_like            PF17005.7    0.00017   16.7   0.0   0.00041   15.4   0.0   1.6   1   0   0   1   1   1   1 -
Unsecreted_SCE_NP_011854.1 -          WDCP                 PF15390.8      0.047    7.7   4.6     0.057    7.4   4.6   1.1   1   0   0   1   1   1   0 -
Unsecreted_ASP_KAF7977175.1 -          Wzy_C_2              PF11846.10      0.05    9.3   7.0      0.55    5.9   0.1   4.2   3   1   1   4   4   4   0 -
Unsecreted_DDI_XP_642480.1 -          XAP5                 PF04921.16       1.4    4.4  18.8      0.11    8.1   1.2   2.1   2   0   0   2   2   2   0 -
Unsecreted_EMU_KAF7751565.1 -          Xrn1_D3              PF18194.3     0.0082   12.1   0.0     0.017   11.1   0.0   1.4   1   0   0   1   1   1   1 -
Unsecreted_CAL_XP_717780.1  -          YabA                 PF06156.15       1.5    5.2  13.3       0.3    7.5   5.5   2.7   2   0   0   2   2   2   0 -
Unsecreted_FAL_XP_009496017.1 -          Yae1_N               PF09811.11   6.1e-12   40.8   1.6   1.2e-11   39.9   1.6   1.5   1   0   0   1   1   1   1 -
Unsecreted_DDI_XP_638590.1    -          Yae1_N               PF09811.11   2.4e-11   39.0   0.4   3.5e-11   38.4   0.4   1.3   1   0   0   1   1   1   1 -
Unsecreted_OCA_KAF4589328.1 -          YccV-like            PF08755.13   1.8e-11   40.2   0.0     4e-11   39.0   0.0   1.7   1   0   0   1   1   1   1 -
Unsecreted_RIR_XP_025177097.1 -          YfbU                 PF03887.16      0.95    5.2  10.5     0.058    9.1   2.3   2.6   3   0   0   3   3   3   0 -
Unsecreted_PEF_RQM14193.1 -          YfhO                 PF09586.12    0.0051   10.8   4.3    0.0082   10.1   4.3   1.3   1   0   0   1   1   1   1 -
Unsecreted_CIM_XP_001247513.2 -          YfkD                 PF14167.8     0.0064   11.4   0.0     0.013   10.3   0.0   1.4   1   0   0   1   1   1   1 -
Unsecreted_DDI_XP_640316.1 -          YjcQ                 PF09639.12    0.0016   14.4   0.5    0.0098   11.9   0.1   2.6   2   0   0   2   2   2   1 -
Unsecreted_POR_XP_003710667.1 -          YL1                  PF05764.15       7.6    2.2  16.7       3.8    3.2   0.5   2.3   2   0   0   2   2   2   0 -
Unsecreted_PIN_XP_002999087.1 -          YMF19                PF02326.17      0.58    6.7   7.4      0.48    7.0   0.7   3.4   3   0   0   3   3   3   0 -
Unsecreted_URA_jgi_Umbra1_256302_fgenesh1_kg.62___162___combest_scaffold_62_120827 -          Yop-YscD_cpl         PF16697.7     0.0012   14.8   0.0    0.0026   13.7   0.0   1.5   1   0   0   1   1   1   1 -
Unsecreted_SPU_XP_016612341.1 -          Ysc84                PF04366.14    0.0047   12.3   0.4      0.01   11.2   0.4   1.5   1   0   0   1   1   1   1 -
Unsecreted_LGO_jgi_LeugonAS2_1_2166572_estExt_fgenesh1_pm.C_1060011 -          Ytp1                 PF10355.11    0.0098   10.8   0.0      0.11    7.4   0.0   2.1   2   0   0   2   2   2   1 -
Unsecreted_RMI_XP_023467891.1                                                    -          Y_phosphatase        PF00102.29   3.3e-07   25.8   0.0   4.6e-07   25.3   0.0   1.2   1   0   0   1   1   1   1 -
Unsecreted_RMI_XP_023464376.1                                                    -          Y_phosphatase        PF00102.29   1.9e-06   23.4   0.0   2.3e-06   23.0   0.0   1.2   1   0   0   1   1   1   1 -
Unsecreted_RIR_XP_025181937.1                                                    -          Y_phosphatase        PF00102.29   4.8e-05   18.7   0.1     8e-05   18.0   0.1   1.4   1   0   0   1   1   1   1 -
Unsecreted_URA_jgi_Umbra1_224472_fgenesh1_kg.6___577___combest_scaffold_6_117588 -          Y_phosphatase        PF00102.29   8.5e-05   17.9   0.1   0.00014   17.2   0.1   1.2   1   0   0   1   1   1   1 -
Unsecreted_SPU_XP_016605999.1                                                    -          Y_phosphatase        PF00102.29   0.00024   16.4   0.1   0.00033   16.0   0.1   1.2   1   0   0   1   1   1   1 -
Unsecreted_TMA_KAF8230137.1                                                      -          Y_phosphatase        PF00102.29   0.00035   15.9   1.4    0.0018   13.6   1.4   2.0   1   1   0   1   1   1   1 -
Unsecreted_RMI_XP_023467891.1 -          Y_phosphatase3       PF13350.8    0.00034   16.4   0.0   0.00055   15.7   0.0   1.3   1   0   0   1   1   1   1 -
Unsecreted_PIN_XP_002997818.1 -          Y_phosphatase3       PF13350.8     0.0006   15.6   0.0    0.0012   14.7   0.0   1.4   1   0   0   1   1   1   1 -
Unsecreted_PEF_RQM13776.1     -          Y_phosphatase3       PF13350.8    0.00065   15.5   0.0    0.0013   14.5   0.0   1.5   1   0   0   1   1   1   1 -
Unsecreted_TMA_KAF8230137.1   -          Y_phosphatase3       PF13350.8     0.0075   12.0   0.5     0.013   11.2   0.5   1.4   1   1   0   1   1   1   1 -
Unsecreted_PGR_XP_003320439.1 -          Zap1_zf2             PF18217.3     0.0073   12.1   8.7    0.0041   12.8   2.8   3.3   2   0   0   2   2   2   1 -
Unsecreted_BME_ORX89384.1 -          ZapB                 PF06005.14      0.62    6.3  14.2       0.2    7.9   9.6   2.5   2   1   0   2   2   2   0 -
Unsecreted_DDI_XP_644031.1 -          Zeta_toxin           PF06414.14     0.012   10.7   0.2       0.6    5.1   0.1   2.4   2   0   0   2   2   2   0 -
Unsecreted_EMU_KAF7751565.1                                                        -          zf-ANAPC11           PF12861.9      4e-05   19.4  12.8    0.0021   13.9   3.4   2.7   2   1   0   2   2   2   2 -
Unsecreted_EMU_KAF7743872.1                                                        -          zf-ANAPC11           PF12861.9    5.3e-05   19.0  13.5    0.0029   13.4   4.0   2.7   2   1   0   2   2   2   2 -
Unsecreted_CRE_PIA13791.1                                                          -          zf-ANAPC11           PF12861.9     0.0013   14.5   2.3     0.003   13.4   2.3   1.6   1   0   0   1   1   1   1 -
Unsecreted_URA_jgi_Umbra1_256302_fgenesh1_kg.62___162___combest_scaffold_62_120827 -          zf-ANAPC11           PF12861.9     0.0026   13.5   2.6    0.0048   12.7   2.6   1.5   1   0   0   1   1   1   1 -
Unsecreted_FAL_XP_009492763.1 -          zf-B_box             PF00643.26     2e-08   30.1   7.2   1.5e-07   27.3   3.7   2.7   2   0   0   2   2   2   2 -
Unsecreted_PGR_XP_003320439.1                  -          zf-C2H2              PF00096.28   2.2e-20   67.8  52.9     1e-06   24.7   0.6   9.1   9   0   0   9   9   9   7 -
Unsecreted_VNO_XP_028492781.1                  -          zf-C2H2              PF00096.28   1.6e-10   36.7  52.2   2.3e-05   20.4   7.6   7.8   7   0   0   7   7   7   4 -
Unsecreted_CMA_jgi_Corma2_245574_CE245573_4204 -          zf-C2H2              PF00096.28   0.00054   16.1   0.7      0.11    8.9   0.1   3.0   2   0   0   2   2   2   1 -
Unsecreted_EMU_KAF7759583.1                    -          zf-C2H2              PF00096.28    0.0041   13.4   0.9    0.0041   13.4   0.9   3.4   2   0   0   2   2   2   1 -
Unsecreted_EMU_KAF7742572.1                    -          zf-C2H2              PF00096.28    0.0098   12.1   0.4    0.0098   12.1   0.4   4.8   5   0   0   5   5   5   1 -
Unsecreted_PGR_XP_003320439.1 -          zf-C2H2_11           PF16622.7        1.7    4.5  17.4      0.55    6.0   0.3   5.4   5   0   0   5   5   5   0 -
Unsecreted_PGR_XP_003320439.1 -          zf-C2H2_2            PF12756.9    9.1e-05   18.5  23.9    0.0072   12.4   2.5   6.1   5   1   1   6   6   6   4 -
Unsecreted_PGR_XP_003320439.1 -          zf-C2H2_3rep         PF18868.3      0.017   11.5  17.8     0.013   11.9   0.4   4.3   3   2   1   5   5   5   0 -
Unsecreted_PGR_XP_003320439.1                  -          zf-C2H2_4            PF13894.8    2.9e-10   36.0  57.1   1.1e-05   21.7   0.3   9.7   9   0   0   9   9   9   3 -
Unsecreted_VNO_XP_028492781.1                  -          zf-C2H2_4            PF13894.8      1e-07   28.0  51.5   0.00027   17.4   5.2   8.0   8   0   0   8   8   8   5 -
Unsecreted_EMU_KAF7759583.1                    -          zf-C2H2_4            PF13894.8     0.0062   13.2   9.0      0.11    9.3   0.5   3.2   2   0   0   2   2   2   2 -
Unsecreted_CMA_jgi_Corma2_245574_CE245573_4204 -          zf-C2H2_4            PF13894.8      0.028   11.2   0.1     0.028   11.2   0.1   3.5   3   0   0   3   3   3   0 -
Unsecreted_PIN_XP_002897753.1                  -          zf-C2H2_4            PF13894.8       0.38    7.6   6.5      0.28    8.0   1.8   3.0   2   0   0   2   2   2   0 -
Unsecreted_EMU_KAF7742572.1                    -          zf-C2H2_4            PF13894.8        4.5    4.3  34.0     0.069    9.9   2.0   5.3   5   0   0   5   5   5   0 -
Unsecreted_PGR_XP_003320439.1 -          zf-C2H2_6            PF13912.8    0.00012   17.8   0.4   0.00012   17.8   0.4   5.9   6   0   0   6   6   6   4 -
Unsecreted_VNO_XP_028492781.1 -          zf-C2H2_6            PF13912.8      0.009   11.8  27.0    0.0026   13.5   2.8   6.2   6   0   0   6   6   6   3 -
Unsecreted_PGR_XP_003320439.1 -          zf-C2H2_8            PF15909.7    0.00042   16.2   6.0   0.00042   16.2   6.0   4.9   4   1   2   6   6   6   4 -
Unsecreted_EMU_KAF7742572.1   -          zf-C2H2_aberr        PF17017.7    1.8e-05   20.7  15.2     0.001   14.9   4.4   3.0   3   0   0   3   3   3   2 -
Unsecreted_EMU_KAF7759583.1   -          zf-C2H2_aberr        PF17017.7     0.0013   14.6   9.7    0.0062   12.4   1.7   2.4   1   1   1   2   2   2   2 -
Unsecreted_PGR_XP_003320439.1 -          zf-C2H2_aberr        PF17017.7      0.023   10.5  13.8      0.19    7.5   0.3   4.0   3   1   0   4   4   4   0 -
Unsecreted_PGR_XP_003320439.1                -          zf-C2H2_jaz          PF12171.10   1.6e-05   20.8  18.9   0.00019   17.4   0.4   5.3   6   0   0   6   6   6   3 -
Unsecreted_ENE_jgi_Erynec1_5639_EV44_g5274T0 -          zf-C2H2_jaz          PF12171.10    0.0007   15.6   1.4    0.0019   14.2   1.4   1.8   1   0   0   1   1   1   1 -
Unsecreted_FAL_XP_009497872.1 -          zf-C2HC_2            PF13913.8     0.0039   12.8   0.1    0.0084   11.8   0.1   1.6   1   0   0   1   1   1   1 -
Unsecreted_PGR_XP_003320439.1 -          zf-C2HC_2            PF13913.8      0.054    9.2  23.6     0.073    8.8   0.2   6.1   6   0   0   6   6   6   0 -
