# SignalP-5.0	Organism: Eukarya	Timestamp: 20220322163127
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
PRU_jgi_Orpsp1_1_1188090_evm.model.d7180000062386.1	SP(Sec/SPI)	0.998386	0.001614	CS pos: 19-20. VSA-GC. Pr: 0.8909
PRU_jgi_Orpsp1_1_1188096_evm.model.d7180000062407.1	OTHER	0.000448	0.999552	
PRU_jgi_Orpsp1_1_1188200_evm.model.d7180000063152.1	SP(Sec/SPI)	0.989713	0.010287	CS pos: 21-22. VDG-QK. Pr: 0.9430
PRU_jgi_Orpsp1_1_1188210_evm.model.d7180000063222.1	SP(Sec/SPI)	0.845663	0.154337	CS pos: 17-18. VSA-GC. Pr: 0.5492
PRU_jgi_Orpsp1_1_1188277_evm.model.d7180000063587.1	SP(Sec/SPI)	0.999418	0.000582	CS pos: 16-17. VAA-QK. Pr: 0.8463
PRU_jgi_Orpsp1_1_1188535_evm.model.d7180000065562.1	SP(Sec/SPI)	0.977995	0.022005	CS pos: 23-24. AFA-QN. Pr: 0.8657
PRU_jgi_Orpsp1_1_1188730_evm.model.d7180000066803.1	SP(Sec/SPI)	0.964145	0.035855	CS pos: 30-31. VLS-EC. Pr: 0.8264
PRU_jgi_Orpsp1_1_1188758_evm.model.d7180000067004.1	SP(Sec/SPI)	0.999685	0.000315	CS pos: 19-20. VSA-DC. Pr: 0.9522
PRU_jgi_Orpsp1_1_1188777_evm.model.d7180000067086.1	SP(Sec/SPI)	0.999613	0.000387	CS pos: 20-21. VSA-DC. Pr: 0.9670
PRU_jgi_Orpsp1_1_1188780_evm.model.d7180000067114.1	OTHER	0.000496	0.999504	
PRU_jgi_Orpsp1_1_1188808_evm.model.d7180000067340.2	OTHER	0.000491	0.999509	
PRU_jgi_Orpsp1_1_1188859_evm.model.d7180000067743.1	OTHER	0.002221	0.997779	
PRU_jgi_Orpsp1_1_1189496_evm.model.d7180000072449.1	OTHER	0.005269	0.994731	
PRU_jgi_Orpsp1_1_1189552_evm.model.d7180000072822.1	OTHER	0.000308	0.999692	
PRU_jgi_Orpsp1_1_1189589_evm.model.d7180000073068.1	SP(Sec/SPI)	0.999136	0.000864	CS pos: 19-20. VSA-DC. Pr: 0.9483
PRU_jgi_Orpsp1_1_1189608_evm.model.d7180000073212.1	SP(Sec/SPI)	0.996425	0.003575	CS pos: 16-17. VLA-YD. Pr: 0.9701
PRU_jgi_Orpsp1_1_1189614_evm.model.d7180000073249.1	OTHER	0.000294	0.999706	
PRU_jgi_Orpsp1_1_1189758_evm.model.d7180000074221.1	SP(Sec/SPI)	0.879785	0.120215	CS pos: 17-18. ASA-AC. Pr: 0.6005
PRU_jgi_Orpsp1_1_1190056_evm.model.d7180000076360.1	SP(Sec/SPI)	0.993581	0.006419	CS pos: 17-18. ASA-AC. Pr: 0.8015
PRU_jgi_Orpsp1_1_1190081_evm.model.d7180000076477.1	OTHER	0.001540	0.998460	
PRU_jgi_Orpsp1_1_1190099_evm.model.d7180000076572.1	OTHER	0.001871	0.998129	
PRU_jgi_Orpsp1_1_1190807_evm.model.d7180000081332.1	SP(Sec/SPI)	0.964727	0.035273	CS pos: 17-18. VSA-DC. Pr: 0.8772
PRU_jgi_Orpsp1_1_1190857_evm.model.d7180000081699.1	SP(Sec/SPI)	0.999713	0.000287	CS pos: 21-22. VSG-AS. Pr: 0.6359
PRU_jgi_Orpsp1_1_1190895_evm.model.d7180000081927.1	SP(Sec/SPI)	0.999697	0.000303	CS pos: 18-19. ALA-YE. Pr: 0.9689
PRU_jgi_Orpsp1_1_1190965_evm.model.d7180000082537.1	SP(Sec/SPI)	0.999071	0.000929	CS pos: 19-20. VAA-VN. Pr: 0.7896
PRU_jgi_Orpsp1_1_1191127_evm.model.d7180000083642.1	OTHER	0.003320	0.996680	
PRU_jgi_Orpsp1_1_1191367_evm.model.d7180000085196.1	OTHER	0.001215	0.998785	
PRU_jgi_Orpsp1_1_1191494_evm.model.d7180000086322.1	OTHER	0.092503	0.907497	
PRU_jgi_Orpsp1_1_1192009_evm.model.d7180000089965.1	OTHER	0.041255	0.958745	
PRU_jgi_Orpsp1_1_1192089_evm.model.d7180000090535.1	SP(Sec/SPI)	0.999811	0.000189	CS pos: 20-21. ASA-EE. Pr: 0.8729
PRU_jgi_Orpsp1_1_1192235_evm.model.d7180000091609.1	OTHER	0.000151	0.999849	
PRU_jgi_Orpsp1_1_1192242_evm.model.d7180000091646.1	OTHER	0.011540	0.988460	
PRU_jgi_Orpsp1_1_1192248_evm.model.d7180000091696.1	OTHER	0.092503	0.907497	
PRU_jgi_Orpsp1_1_1192377_evm.model.d7180000092750.1	OTHER	0.002000	0.998000	
PRU_jgi_Orpsp1_1_1192704_evm.model.d7180000095281.1	OTHER	0.000373	0.999627	
PRU_jgi_Orpsp1_1_1192811_evm.model.d7180000096050.1	SP(Sec/SPI)	0.999440	0.000560	CS pos: 19-20. VSA-DC. Pr: 0.9554
PRU_jgi_Orpsp1_1_1192931_evm.model.d7180000096991.1	OTHER	0.025114	0.974886	
PSA_PJF17278.1	OTHER	0.000494	0.999506	
PSA_PJF17525.1	OTHER	0.002717	0.997283	
PSA_PJF18289.1	OTHER	0.003112	0.996888	
PSA_PJF18775.1	OTHER	0.017355	0.982645	
PSA_PJF19020.1	OTHER	0.001068	0.998932	
RAL_EPZ31047.1	OTHER	0.005965	0.994035	
RAL_EPZ31093.1	OTHER	0.000484	0.999516	
RAL_EPZ32008.1	OTHER	0.001469	0.998531	
RAL_EPZ32195.1	OTHER	0.421529	0.578471	
RAL_EPZ32281.1	OTHER	0.000394	0.999606	
RAL_EPZ32734.1	OTHER	0.000629	0.999371	
RAL_EPZ34918.1	SP(Sec/SPI)	0.977076	0.022924	CS pos: 19-20. INA-EN. Pr: 0.8310
RAL_EPZ34924.1	SP(Sec/SPI)	0.962313	0.037687	CS pos: 17-18. VLS-QC. Pr: 0.5786
RAL_EPZ35507.1	OTHER	0.000764	0.999236	
RAL_EPZ35661.1	OTHER	0.000442	0.999558	
RIR_XP_025164603.1	OTHER	0.000810	0.999190	
RIR_XP_025167256.1	OTHER	0.000447	0.999553	
RIR_XP_025168103.1	OTHER	0.000276	0.999724	
RIR_XP_025168286.1	SP(Sec/SPI)	0.994755	0.005245	CS pos: 24-25. AYS-AP. Pr: 0.8250
RIR_XP_025169273.1	SP(Sec/SPI)	0.964509	0.035491	CS pos: 28-29. AHS-VV. Pr: 0.6615
RIR_XP_025170185.1	SP(Sec/SPI)	0.998635	0.001365	CS pos: 20-21. VFA-IT. Pr: 0.9106
RIR_XP_025170318.1	OTHER	0.000625	0.999375	
RIR_XP_025170755.1	OTHER	0.004126	0.995874	
RIR_XP_025171537.1	OTHER	0.000743	0.999257	
RIR_XP_025175158.1	OTHER	0.002797	0.997203	
RIR_XP_025176220.1	SP(Sec/SPI)	0.952838	0.047162	CS pos: 29-30. SQA-VK. Pr: 0.4155
RIR_XP_025177017.1	SP(Sec/SPI)	0.937181	0.062819	CS pos: 33-34. TYS-AN. Pr: 0.7025
RIR_XP_025177097.1	OTHER	0.000408	0.999592	
RIR_XP_025178134.1	OTHER	0.000623	0.999377	
RIR_XP_025178365.1	OTHER	0.008862	0.991138	
RIR_XP_025178496.1	SP(Sec/SPI)	0.986629	0.013371	CS pos: 22-23. TFA-TA. Pr: 0.8119
RIR_XP_025179900.1	OTHER	0.006355	0.993645	
RIR_XP_025181937.1	OTHER	0.001352	0.998648	
RIR_XP_025181968.1	OTHER	0.000605	0.999395	
RIR_XP_025182758.1	OTHER	0.000547	0.999453	
RIR_XP_025182959.1	SP(Sec/SPI)	0.983207	0.016793	CS pos: 21-22. ASA-TP. Pr: 0.7984
RIR_XP_025183401.1	SP(Sec/SPI)	0.996420	0.003580	CS pos: 21-22. TFS-IE. Pr: 0.8236
RIR_XP_025183624.1	SP(Sec/SPI)	0.976420	0.023580	CS pos: 21-22. ASA-TP. Pr: 0.7843
RIR_XP_025184061.1	OTHER	0.000664	0.999336	
RIR_XP_025184107.1	SP(Sec/SPI)	0.995247	0.004753	CS pos: 21-22. TYS-VP. Pr: 0.9227
RIR_XP_025184894.1	OTHER	0.001884	0.998116	
RIR_XP_025185389.1	OTHER	0.000758	0.999242	
RIR_XP_025187438.1	OTHER	0.014371	0.985629	
RIR_XP_025187667.1	OTHER	0.002623	0.997377	
RIR_XP_025188535.1	OTHER	0.003963	0.996037	
RIR_XP_025189029.1	OTHER	0.004739	0.995261	
RIR_XP_025189290.1	OTHER	0.001116	0.998884	
RIR_XP_025189785.1	OTHER	0.436675	0.563325	
RMI_XP_023460957.1	OTHER	0.001863	0.998137	
RMI_XP_023461341.1	OTHER	0.000583	0.999417	
RMI_XP_023461598.1	OTHER	0.003435	0.996565	
RMI_XP_023461771.1	SP(Sec/SPI)	0.996750	0.003250	CS pos: 18-19. IEC-YS. Pr: 0.8304
RMI_XP_023462804.1	SP(Sec/SPI)	0.999735	0.000265	CS pos: 23-24. AAA-EC. Pr: 0.5536
RMI_XP_023462805.1	SP(Sec/SPI)	0.999798	0.000202	CS pos: 23-24. ASA-EC. Pr: 0.8155
RMI_XP_023462999.1	OTHER	0.000604	0.999396	
RMI_XP_023463157.1	OTHER	0.000618	0.999382	
RMI_XP_023463527.1	OTHER	0.000260	0.999740	
RMI_XP_023464313.1	SP(Sec/SPI)	0.979000	0.021000	CS pos: 34-35. VAA-EC. Pr: 0.3967
RMI_XP_023464376.1	OTHER	0.000659	0.999341	
RMI_XP_023464528.1	OTHER	0.003169	0.996831	
RMI_XP_023465715.1	OTHER	0.012231	0.987769	
RMI_XP_023465855.1	OTHER	0.001659	0.998341	
RMI_XP_023466654.1	OTHER	0.000510	0.999490	
RMI_XP_023466713.1	OTHER	0.001664	0.998336	
RMI_XP_023466817.1	OTHER	0.056667	0.943333	
RMI_XP_023466868.1	OTHER	0.000653	0.999347	
RMI_XP_023467407.1	OTHER	0.004932	0.995068	
RMI_XP_023467812.1	OTHER	0.001615	0.998385	
RMI_XP_023467891.1	OTHER	0.000754	0.999246	
RMI_XP_023468162.1	OTHER	0.001445	0.998555	
RMI_XP_023468395.1	OTHER	0.000262	0.999738	
SCE_NP_009469.2	OTHER	0.001119	0.998881	
SCE_NP_010667.1	OTHER	0.001183	0.998817	
SCE_NP_011854.1	OTHER	0.001580	0.998420	
SCE_NP_012293.3	OTHER	0.000759	0.999241	
SCE_NP_013515.3	OTHER	0.003495	0.996505	
SCE_NP_013635.1	OTHER	0.003179	0.996821	
SCE_NP_014910.1	OTHER	0.000560	0.999440	
SCE_NP_116603.1	OTHER	0.000582	0.999418	
SCO_NP_625115.1	OTHER	0.098576	0.901424	
SCO_NP_628537.1	OTHER	0.001834	0.998166	
SCO_NP_630999.1	OTHER	0.009793	0.990207	
SCO_NP_631615.1	OTHER	0.001506	0.998494	
SCO_NP_733680.1	OTHER	0.000954	0.999046	
SPU_XP_016604893.1	OTHER	0.004871	0.995129	
SPU_XP_016604900.1	OTHER	0.000710	0.999290	
SPU_XP_016605999.1	OTHER	0.001670	0.998330	
SPU_XP_016606241.1	SP(Sec/SPI)	0.990948	0.009052	CS pos: 22-23. VSA-GS. Pr: 0.6300
SPU_XP_016607013.1	OTHER	0.001690	0.998310	
SPU_XP_016607955.1	OTHER	0.000466	0.999534	
SPU_XP_016608191.1	OTHER	0.006869	0.993131	
SPU_XP_016608548.1	OTHER	0.000925	0.999075	
SPU_XP_016608549.1	OTHER	0.000925	0.999075	
SPU_XP_016610569.1	OTHER	0.000777	0.999223	
SPU_XP_016611928.1	OTHER	0.000452	0.999548	
SPU_XP_016612322.1	OTHER	0.269965	0.730035	
SPU_XP_016612341.1	OTHER	0.000588	0.999412	
SPU_XP_016613134.1	OTHER	0.007182	0.992818	
SST_KIJ22510.1	SP(Sec/SPI)	0.995219	0.004781	CS pos: 17-18. TSA-TQ. Pr: 0.3819
SST_KIJ22522.1	SP(Sec/SPI)	0.996000	0.004000	CS pos: 17-18. AAA-TP. Pr: 0.6608
SST_KIJ22924.1	OTHER	0.001511	0.998489	
SST_KIJ23317.1	OTHER	0.012405	0.987595	
SST_KIJ23716.1	OTHER	0.001799	0.998201	
SST_KIJ23892.1	OTHER	0.009697	0.990303	
SST_KIJ24468.1	SP(Sec/SPI)	0.724385	0.275615	CS pos: 33-34. VTG-DI. Pr: 0.6169
SST_KIJ25017.1	SP(Sec/SPI)	0.956621	0.043379	CS pos: 19-20. VAA-LP. Pr: 0.4075
SST_KIJ25024.1	OTHER	0.214650	0.785350	
SST_KIJ25094.1	SP(Sec/SPI)	0.991784	0.008216	CS pos: 18-19. VAA-ND. Pr: 0.8245
SST_KIJ25107.1	SP(Sec/SPI)	0.984391	0.015609	CS pos: 18-19. AAA-TP. Pr: 0.5632
SST_KIJ25108.1	SP(Sec/SPI)	0.983217	0.016783	CS pos: 18-19. AAA-TP. Pr: 0.5310
SST_KIJ25109.1	OTHER	0.010214	0.989786	
SST_KIJ25111.1	SP(Sec/SPI)	0.968707	0.031293	CS pos: 21-22. AAA-TP. Pr: 0.6120
SST_KIJ25112.1	SP(Sec/SPI)	0.997500	0.002500	CS pos: 18-19. AAA-MP. Pr: 0.6040
SST_KIJ25836.1	SP(Sec/SPI)	0.994748	0.005252	CS pos: 18-19. AAA-TP. Pr: 0.5721
SST_KIJ25837.1	OTHER	0.009551	0.990449	
SST_KIJ25843.1	SP(Sec/SPI)	0.981773	0.018227	CS pos: 18-19. AAA-TP. Pr: 0.5566
SST_KIJ25844.1	OTHER	0.010574	0.989426	
SST_KIJ26544.1	OTHER	0.022143	0.977857	
SST_KIJ27679.1	OTHER	0.388828	0.611172	
SST_KIJ27926.1	SP(Sec/SPI)	0.995076	0.004924	CS pos: 20-21. TQT-IP. Pr: 0.4237
SST_KIJ27927.1	SP(Sec/SPI)	0.995596	0.004404	CS pos: 17-18. AAA-TE. Pr: 0.3932
SST_KIJ27928.1	SP(Sec/SPI)	0.995596	0.004404	CS pos: 17-18. AAA-TE. Pr: 0.3932
SST_KIJ27929.1	SP(Sec/SPI)	0.995029	0.004971	CS pos: 17-18. AAA-TE. Pr: 0.3913
SST_KIJ28119.1	SP(Sec/SPI)	0.997501	0.002499	CS pos: 17-18. AVA-AP. Pr: 0.5644
SST_KIJ28120.1	SP(Sec/SPI)	0.996762	0.003238	CS pos: 17-18. AAA-AP. Pr: 0.5047
SST_KIJ28121.1	SP(Sec/SPI)	0.986542	0.013458	CS pos: 17-18. AAA-AP. Pr: 0.5039
SST_KIJ28123.1	SP(Sec/SPI)	0.998597	0.001403	CS pos: 17-18. AVA-AP. Pr: 0.5356
SST_KIJ28124.1	SP(Sec/SPI)	0.994083	0.005917	CS pos: 19-20. ATA-TE. Pr: 0.7687
SST_KIJ28126.1	OTHER	0.481933	0.518067	
SST_KIJ28287.1	OTHER	0.120426	0.879574	
SST_KIJ28292.1	OTHER	0.015089	0.984911	
SST_KIJ28295.1	SP(Sec/SPI)	0.987871	0.012129	CS pos: 19-20. AGG-YP. Pr: 0.5594
SST_KIJ28430.1	OTHER	0.163946	0.836054	
SST_KIJ28433.1	SP(Sec/SPI)	0.644931	0.355069	CS pos: 33-34. IDG-LV. Pr: 0.3961
SST_KIJ28566.1	OTHER	0.027923	0.972077	
SST_KIJ29211.1	OTHER	0.481933	0.518067	
SST_KIJ29212.1	SP(Sec/SPI)	0.994083	0.005917	CS pos: 19-20. ATA-TE. Pr: 0.7687
SST_KIJ29213.1	SP(Sec/SPI)	0.990020	0.009980	CS pos: 17-18. AAA-AP. Pr: 0.5255
SST_KIJ29214.1	SP(Sec/SPI)	0.997453	0.002547	CS pos: 17-18. AAA-AP. Pr: 0.4967
SST_KIJ29215.1	SP(Sec/SPI)	0.997610	0.002390	CS pos: 17-18. AVA-AP. Pr: 0.5754
SST_KIJ29277.1	OTHER	0.002601	0.997399	
SST_KIJ29370.1	OTHER	0.001790	0.998210	
SST_KIJ29927.1	OTHER	0.006333	0.993667	
SST_KIJ29928.1	SP(Sec/SPI)	0.951106	0.048894	CS pos: 19-20. ATA-VP. Pr: 0.6153
SST_KIJ29994.1	SP(Sec/SPI)	0.994635	0.005365	CS pos: 20-21. TQT-IP. Pr: 0.3961
SST_KIJ31599.1	OTHER	0.003505	0.996495	
SST_KIJ31767.1	OTHER	0.002440	0.997560	
SST_KIJ32252.1	OTHER	0.001098	0.998902	
SST_KIJ32616.1	OTHER	0.002960	0.997040	
SST_KIJ32703.1	OTHER	0.030467	0.969533	
SST_KIJ33018.1	OTHER	0.010173	0.989827	
SST_KIJ33381.1	SP(Sec/SPI)	0.798200	0.201800	CS pos: 34-35. LVG-LG. Pr: 0.3125
SST_KIJ33387.1	OTHER	0.154785	0.845215	
SST_KIJ33388.1	OTHER	0.154785	0.845215	
SST_KIJ33684.1	SP(Sec/SPI)	0.986835	0.013165	CS pos: 21-22. VQG-VA. Pr: 0.7370
SST_KIJ33725.1	OTHER	0.012851	0.987149	
SST_KIJ33986.1	OTHER	0.000723	0.999277	
SST_KIJ34182.1	OTHER	0.003893	0.996107	
SST_KIJ34954.1	OTHER	0.004447	0.995553	
SST_KIJ35372.1	OTHER	0.045179	0.954821	
SST_KIJ35373.1	SP(Sec/SPI)	0.997401	0.002599	CS pos: 17-18. AAA-SP. Pr: 0.6609
SST_KIJ38284.1	SP(Sec/SPI)	0.989108	0.010892	CS pos: 18-19. AAA-MP. Pr: 0.4740
SST_KIJ38285.1	SP(Sec/SPI)	0.992705	0.007295	CS pos: 21-22. VAA-TP. Pr: 0.7188
SST_KIJ38428.1	OTHER	0.223824	0.776176	
SST_KIJ38656.1	SP(Sec/SPI)	0.817744	0.182256	CS pos: 30-31. LQG-VD. Pr: 0.2129
SST_KIJ38657.1	OTHER	0.030836	0.969164	
SST_KIJ38668.1	SP(Sec/SPI)	0.939122	0.060878	CS pos: 17-18. AAA-NQ. Pr: 0.4758
SST_KIJ38674.1	SP(Sec/SPI)	0.992017	0.007983	CS pos: 23-24. INA-SP. Pr: 0.6241
SST_KIJ38679.1	OTHER	0.224324	0.775676	
SST_KIJ38682.1	SP(Sec/SPI)	0.943302	0.056698	CS pos: 17-18. AAA-NQ. Pr: 0.4746
SST_KIJ38746.1	OTHER	0.349594	0.650406	
SST_KIJ39711.1	OTHER	0.000857	0.999143	
SST_KIJ39868.1	OTHER	0.492455	0.507545	
SST_KIJ40030.1	SP(Sec/SPI)	0.918466	0.081534	CS pos: 18-19. ATA-VP. Pr: 0.5590
SST_KIJ40368.1	OTHER	0.003012	0.996988	
SST_KIJ40446.1	OTHER	0.000563	0.999437	
SST_KIJ41341.1	OTHER	0.306411	0.693589	
SST_KIJ41342.1	OTHER	0.016599	0.983401	
SST_KIJ41343.1	SP(Sec/SPI)	0.990482	0.009518	CS pos: 16-17. AAA-HD. Pr: 0.6643
SST_KIJ41356.1	OTHER	0.024281	0.975719	
SST_KIJ41357.1	SP(Sec/SPI)	0.982028	0.017972	CS pos: 16-17. AAA-NN. Pr: 0.5542
SST_KIJ42472.1	OTHER	0.384054	0.615946	
SST_KIJ43462.1	OTHER	0.115393	0.884607	
SST_KIJ43469.1	OTHER	0.018371	0.981629	
SST_KIJ43735.1	SP(Sec/SPI)	0.998117	0.001883	CS pos: 17-18. AAA-AP. Pr: 0.5846
SST_KIJ43881.1	OTHER	0.346913	0.653087	
SST_KIJ43887.1	OTHER	0.137725	0.862275	
SST_KIJ43890.1	OTHER	0.006696	0.993304	
SST_KIJ43894.1	OTHER	0.120426	0.879574	
SST_KIJ45031.1	SP(Sec/SPI)	0.678726	0.321274	CS pos: 38-39. VHG-VD. Pr: 0.5995
SST_KIJ45038.1	OTHER	0.001251	0.998749	
SST_KIJ45203.1	OTHER	0.001497	0.998503	
SST_KIJ45393.1	OTHER	0.365315	0.634685	
SST_KIJ45439.1	OTHER	0.022189	0.977811	
SST_KIJ46086.1	SP(Sec/SPI)	0.706561	0.293439	CS pos: 35-36. VDG-AG. Pr: 0.5666
SST_KIJ46256.1	OTHER	0.000443	0.999557	
SST_KIJ46686.1	SP(Sec/SPI)	0.610218	0.389782	CS pos: 39-40. VTA-DV. Pr: 0.5372
SST_KIJ46687.1	OTHER	0.303763	0.696237	
SST_KIJ47061.1	OTHER	0.000955	0.999045	
SST_KIJ47093.1	OTHER	0.463093	0.536907	
SST_KIJ47879.1	OTHER	0.304190	0.695810	
SST_KIJ47881.1	SP(Sec/SPI)	0.955676	0.044324	CS pos: 17-18. ATA-GY. Pr: 0.4980
SST_KIJ48152.1	OTHER	0.094390	0.905610	
SST_KIJ48246.1	OTHER	0.183195	0.816805	
SST_KIJ48247.1	OTHER	0.089413	0.910587	
SST_KIJ48249.1	OTHER	0.013204	0.986796	
SST_KIJ48250.1	OTHER	0.058011	0.941989	
SST_KIJ48481.1	SP(Sec/SPI)	0.979258	0.020742	CS pos: 19-20. AAA-LP. Pr: 0.4073
SST_KIJ48484.1	SP(Sec/SPI)	0.990530	0.009470	CS pos: 19-20. AAA-LP. Pr: 0.5216
SST_KIJ48486.1	SP(Sec/SPI)	0.980213	0.019787	CS pos: 19-20. AAA-LP. Pr: 0.4329
SST_KIJ48487.1	SP(Sec/SPI)	0.997048	0.002952	CS pos: 18-19. AAA-TP. Pr: 0.5537
SST_KIJ48488.1	SP(Sec/SPI)	0.995853	0.004147	CS pos: 21-22. ASA-NS. Pr: 0.5720
SST_KIJ48493.1	OTHER	0.005387	0.994613	
SST_KIJ48496.1	OTHER	0.010164	0.989836	
SST_KIJ48499.1	OTHER	0.004022	0.995978	
SST_KIJ48500.1	OTHER	0.002545	0.997455	
SST_KIJ48513.1	SP(Sec/SPI)	0.981932	0.018068	CS pos: 18-19. AAA-TP. Pr: 0.4509
SST_KIJ48514.1	SP(Sec/SPI)	0.979420	0.020580	CS pos: 18-19. AAA-TP. Pr: 0.4537
SST_KIJ48515.1	SP(Sec/SPI)	0.990832	0.009168	CS pos: 18-19. AAA-TP. Pr: 0.5004
SST_KIJ48516.1	OTHER	0.008656	0.991344	
SST_KIJ48517.1	OTHER	0.007214	0.992786	
SST_KIJ48518.1	SP(Sec/SPI)	0.994566	0.005434	CS pos: 18-19. AAA-TP. Pr: 0.3719
SST_KIJ48522.1	OTHER	0.100058	0.899942	
SST_KIJ48525.1	OTHER	0.029355	0.970645	
SST_KIJ49687.1	OTHER	0.001019	0.998981	
SST_KIJ49960.1	OTHER	0.003505	0.996495	
SST_KIJ49983.1	OTHER	0.000331	0.999669	
SST_KIJ50778.1	SP(Sec/SPI)	0.996078	0.003922	CS pos: 17-18. AAA-AP. Pr: 0.2214
SST_KIJ51183.1	OTHER	0.003258	0.996742	
SST_KIJ51344.1	OTHER	0.007834	0.992166	
SST_KIJ51882.1	SP(Sec/SPI)	0.564353	0.435647	CS pos: 20-21. ASA-YR. Pr: 0.3577
SST_KIJ51965.1	SP(Sec/SPI)	0.915996	0.084004	CS pos: 21-22. VFA-LG. Pr: 0.7881
SST_KIJ53816.1	OTHER	0.204588	0.795412	
SST_KIJ53817.1	OTHER	0.020485	0.979515	
SST_KIJ53975.1	SP(Sec/SPI)	0.995799	0.004201	CS pos: 17-18. ALA-IP. Pr: 0.6982
SST_KIJ53977.1	OTHER	0.045300	0.954700	
SST_KIJ55553.1	SP(Sec/SPI)	0.842055	0.157945	CS pos: 32-33. ATA-TS. Pr: 0.6090
SST_KIJ57419.1	SP(Sec/SPI)	0.814942	0.185058	CS pos: 27-28. LQS-VD. Pr: 0.2648
THA_XP_024767192.1	OTHER	0.000566	0.999434	
THA_XP_024767883.1	OTHER	0.004661	0.995339	
THA_XP_024767940.1	SP(Sec/SPI)	0.956411	0.043589	CS pos: 19-20. TLA-AT. Pr: 0.7669
THA_XP_024768068.1	SP(Sec/SPI)	0.993190	0.006810	CS pos: 18-19. VMA-SP. Pr: 0.9160
THA_XP_024768069.1	SP(Sec/SPI)	0.999532	0.000468	CS pos: 19-20. ALA-AP. Pr: 0.5344
THA_XP_024768118.1	OTHER	0.005687	0.994313	
THA_XP_024768150.1	SP(Sec/SPI)	0.996522	0.003478	CS pos: 19-20. VLS-AA. Pr: 0.4492
THA_XP_024768788.1	SP(Sec/SPI)	0.935751	0.064249	CS pos: 19-20. SSS-TV. Pr: 0.5326
THA_XP_024769761.1	OTHER	0.001525	0.998475	
THA_XP_024769896.1	OTHER	0.002708	0.997292	
THA_XP_024769897.1	OTHER	0.484852	0.515148	
THA_XP_024770052.1	OTHER	0.005820	0.994180	
THA_XP_024770302.1	SP(Sec/SPI)	0.825963	0.174037	CS pos: 33-34. VTA-AG. Pr: 0.6062
THA_XP_024770532.1	SP(Sec/SPI)	0.991231	0.008769	CS pos: 18-19. AMA-SP. Pr: 0.8327
THA_XP_024771141.1	OTHER	0.003562	0.996438	
THA_XP_024771412.1	OTHER	0.000869	0.999131	
THA_XP_024771462.1	OTHER	0.002902	0.997098	
THA_XP_024772090.1	OTHER	0.001101	0.998899	
THA_XP_024772805.1	OTHER	0.000524	0.999476	
THA_XP_024773117.1	SP(Sec/SPI)	0.748925	0.251075	CS pos: 15-16. VSS-TE. Pr: 0.3532
THA_XP_024773602.1	SP(Sec/SPI)	0.999362	0.000638	CS pos: 16-17. VLA-AP. Pr: 0.8167
THA_XP_024774096.1	OTHER	0.000856	0.999144	
THA_XP_024774506.1	OTHER	0.015024	0.984976	
THA_XP_024775029.1	OTHER	0.001842	0.998158	
THA_XP_024775702.1	OTHER	0.026957	0.973043	
THA_XP_024775955.1	SP(Sec/SPI)	0.965399	0.034601	CS pos: 17-18. AAA-DK. Pr: 0.6933
THA_XP_024776556.1	SP(Sec/SPI)	0.940942	0.059058	CS pos: 23-24. AIA-HS. Pr: 0.6084
THA_XP_024776623.1	SP(Sec/SPI)	0.999344	0.000656	CS pos: 17-18. VFA-FD. Pr: 0.9228
THA_XP_024777186.1	OTHER	0.000991	0.999009	
THA_XP_024777851.1	SP(Sec/SPI)	0.999530	0.000470	CS pos: 21-22. TEA-TQ. Pr: 0.6515
THA_XP_024778914.1	OTHER	0.001010	0.998990	
THA_XP_024779161.1	OTHER	0.000642	0.999358	
THA_XP_024779571.1	OTHER	0.001142	0.998858	
THA_XP_024779851.1	SP(Sec/SPI)	0.977685	0.022315	CS pos: 19-20. VLA-VP. Pr: 0.6782
THA_XP_024780126.1	SP(Sec/SPI)	0.999425	0.000575	CS pos: 16-17. AVA-SP. Pr: 0.7683
THA_XP_024780278.1	SP(Sec/SPI)	0.999644	0.000356	CS pos: 16-17. AMA-SP. Pr: 0.7071
THA_XP_024780486.1	SP(Sec/SPI)	0.990037	0.009963	CS pos: 20-21. VSA-EP. Pr: 0.8578
TMA_KAF8218447.1	SP(Sec/SPI)	0.998975	0.001025	CS pos: 22-23. ATG-ES. Pr: 0.3961
TMA_KAF8218574.1	OTHER	0.002120	0.997880	
TMA_KAF8218827.1	OTHER	0.001326	0.998674	
TMA_KAF8220143.1	OTHER	0.000374	0.999626	
TMA_KAF8220602.1	OTHER	0.003417	0.996583	
TMA_KAF8220611.1	OTHER	0.043383	0.956617	
TMA_KAF8220692.1	OTHER	0.031002	0.968998	
TMA_KAF8220914.1	OTHER	0.232778	0.767222	
TMA_KAF8220946.1	OTHER	0.000180	0.999820	
TMA_KAF8221802.1	OTHER	0.011901	0.988099	
TMA_KAF8222347.1	OTHER	0.388196	0.611804	
TMA_KAF8223780.1	OTHER	0.000814	0.999186	
TMA_KAF8224738.1	OTHER	0.000819	0.999181	
TMA_KAF8225742.1	OTHER	0.000549	0.999451	
TMA_KAF8225790.1	OTHER	0.014916	0.985084	
TMA_KAF8226312.1	OTHER	0.163411	0.836589	
TMA_KAF8227161.1	OTHER	0.012336	0.987664	
TMA_KAF8227592.1	OTHER	0.001577	0.998423	
